customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
8566-YPRGL,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.5,19.5,No
3118-UHVVQ,Female,0,Yes,No,68,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.8,1911.5,No
9442-JTWDL,Female,0,No,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.05,237.7,No
3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",24.95,280.4,No
2851-MMUTZ,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Mailed check",56.15,1439.35,No
7251-LJBQN,Female,1,No,No,40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",103.75,4188.4,No
4707-YNOQA,Female,0,Yes,Yes,34,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",25.6,917.15,No
2589-AYCRP,Female,0,No,No,50,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.75,989.05,No
7402-PWYJJ,Female,0,Yes,No,53,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,"One year",Yes,"Electronic check",91.15,4862.5,No
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25.45,1813.35,No
2830-LEWOA,Male,0,Yes,Yes,61,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",103.9,6449.15,No
2697-NQBPF,Male,0,No,No,34,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",105.35,3540.65,No
8676-OOQEJ,Male,0,No,No,4,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",30.5,118.4,No
8660-BUETV,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",44.75,148.05,No
6652-YFFJO,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",64.9,716.1,No
4701-LKOZD,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",89.75,6367.2,No
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",23.95,1756.2,No
6483-OATDN,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",51.3,411.6,No
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,"Mailed check",65.55,237.2,No
1705-GUHPV,Female,0,No,No,63,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.2,1618.2,No
4182-BGSIQ,Female,0,Yes,Yes,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",19.8,196.75,No
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.3,918.75,No
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,"One year",Yes,"Electronic check",55.35,2633.95,No
7181-OQCUT,Male,0,No,No,21,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",103.85,2215,No
2878-RMWXY,Male,1,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"Two year",Yes,"Credit card (automatic)",102.65,7550.3,No
4929-ROART,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",56.25,969.85,No
3320-VEOYC,Male,1,No,No,14,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.6,1273.3,No
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,"Two year",Yes,"Credit card (automatic)",59.9,3505.1,No
6583-SZVGP,Male,0,No,No,48,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",108.1,5067.45,No
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.9,202.3,No
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.5,1430.95,No
4973-MGTON,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",84.4,5969.3,No
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.6,686.95,No
6723-CEGQI,Female,0,No,Yes,65,No,"No phone service",DSL,No,Yes,No,Yes,Yes,No,"Two year",No,"Mailed check",45.25,2933.95,No
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.9,1292.6,No
8144-DGHXP,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",80.6,4299.95,No
3545-CNWRG,Female,0,Yes,Yes,49,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.35,4889.2,No
4013-GUXND,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.8,20.8,No
1223-UNPKS,Male,0,Yes,Yes,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.05,400,No
3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Mailed check",63.55,1381.8,No
8563-OYMQY,Male,0,No,No,17,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",90.95,1612.2,No
3551-GAEGL,Male,0,Yes,Yes,34,No,"No phone service",DSL,Yes,No,No,No,No,No,"One year",No,"Bank transfer (automatic)",30.4,938.65,No
3363-EWLGO,Female,0,No,No,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.95,109.6,No
1635-NZATJ,Male,1,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.45,1789.65,No
9825-YCXWZ,Female,1,No,No,41,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",101.1,4016.2,No
2429-AYKKO,Male,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.85,1434.1,No
3059-NGMXB,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,"Mailed check",69.2,944.65,No
9967-ATRFS,Female,0,No,No,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.9,367.55,No
4616-EWBNJ,Female,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.1,318.6,No
8181-YHCMF,Female,0,Yes,Yes,68,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",60.3,4109,No
1552-TKMXS,Female,0,Yes,No,42,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.35,869.9,No
8107-RZLNV,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",106.3,7565.35,No
7088-FBAWU,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,"Mailed check",74.55,1215.8,No
2169-RRLFW,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.6,1888.25,No
5930-GBIWP,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",81.5,5553.25,No
2578-JQPHZ,Male,0,No,No,44,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",100.1,4378.35,No
4280-DLSHD,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Mailed check",54.75,445.85,No
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",74.1,5222.3,No
4097-YODCF,Male,0,No,Yes,34,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,Yes,"One year",Yes,"Electronic check",103.8,3470.8,No
8984-HPEMB,Female,0,No,No,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",118.65,8477.6,No
6035-RIIOM,Female,0,No,No,54,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",97.2,5129.45,No
0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.9,76.65,No
1376-HHBDV,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",48.8,1536.75,No
3717-OFRTN,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",19.75,19.75,No
4163-HFTUK,Male,0,No,No,51,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",19.1,1007.8,No
5973-EJGDP,Male,0,No,No,51,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",87.35,4473,No
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.9,1389.35,No
9788-YTFGE,Male,0,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.95,147.5,No
0635-WKOLD,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,"One year",No,"Credit card (automatic)",70.75,2921.75,No
3967-KXAPS,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",92.3,6719.9,No
5025-GOOKI,Female,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card (automatic)",18.9,347.65,No
0480-KYJVA,Female,0,Yes,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",24.25,1784.5,No
5751-USDBL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",81,3846.35,No
4061-UKJWL,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.45,141.7,No
1763-KUAAW,Female,1,No,No,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.35,369.6,No
4868-AADLV,Male,1,Yes,Yes,66,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",116.25,7862.25,No
5985-TBABQ,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,"One year",No,"Mailed check",74.75,2282.95,No
0376-OIWME,Male,0,Yes,No,36,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.6,3366.05,No
5199-FPUSP,Male,0,No,Yes,33,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"One year",No,"Credit card (automatic)",34.05,1113.95,No
2282-YGNOR,Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,"One year",No,"Credit card (automatic)",58,1734.5,No
7129-ACFOG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",53.8,283.95,No
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",115.1,7008.15,No
2192-OZITF,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,"Two year",No,"Mailed check",73.55,3349.1,No
9617-UDPEU,Female,0,No,No,22,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.25,412.55,No
6997-UVGOX,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",85.45,6029.9,No
7629-WFGLW,Female,1,Yes,No,56,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,"One year",No,"Electronic check",95.65,5471.75,No
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.1,5376.4,No
8749-TZYEC,Male,0,Yes,No,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",24.8,1874.3,No
9644-UMGQA,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",49.15,295.65,No
5902-WBLSE,Female,0,Yes,Yes,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",20.15,1411.2,No
9361-YNQWJ,Female,0,No,No,64,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",24.4,1601.2,No
9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",114.1,8086.4,No
5306-BVTKJ,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,"One year",Yes,"Credit card (automatic)",55.8,2651.2,No
8584-KMVXD,Female,0,No,No,8,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",75.6,535.55,No
2582-FFFZR,Female,0,No,No,22,No,"No phone service",DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",50.6,1073.3,No
1194-HVAIF,Female,0,Yes,No,27,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",95,2462.55,No
2868-LLSKM,Female,0,Yes,Yes,68,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",83.65,5733.4,No
3396-DKDEL,Female,0,Yes,Yes,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",115.15,8250,No
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.55,1336.1,No
8410-BGQXN,Male,0,No,No,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.4,93.4,No
5216-WASFJ,Female,1,Yes,No,31,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.85,2633.4,No
3275-RHRNE,Male,0,Yes,Yes,28,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",60,1682.05,No
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",88.6,6201.95,No
3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",19.95,82.9,No
9681-KYGYB,Male,1,Yes,No,49,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",88.2,4159.45,No
6195-MELTI,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,"One year",Yes,"Mailed check",54.65,3134.7,No
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.95,1126.75,No
1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",106.05,3834.4,No
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,"Fiber optic",No,No,Yes,No,No,No,"Two year",No,"Electronic check",76.05,5436.45,No
2122-YWVYA,Female,0,No,No,18,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.4,1380.4,No
6732-VAILE,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",85.95,5931.75,No
5248-RPYWW,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",90.15,6716.45,No
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",105.25,6823.4,No
6427-FEFIG,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",78.6,1846.65,No
7123-WQUHX,Male,0,No,No,38,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,No,"One year",No,"Bank transfer (automatic)",95,3605.6,No
7245-JMTTQ,Female,0,No,No,51,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",111.5,5703.25,No
2169-RRLFW,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.6,1888.25,No
6418-PIQSP,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",81,4985.9,No
4194-WHFCB,Female,0,Yes,Yes,59,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",96.65,5580.8,No
8562-GHPPI,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",19.8,19.8,No
9620-ENEJV,Female,0,No,No,6,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",70.55,433.95,No
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,452.2,No
3410-MHHUM,Female,0,Yes,Yes,44,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,"One year",No,"Electronic check",94.4,4295.35,No
7176-WRTNX,Male,0,No,No,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",114.95,7711.25,No
9822-OAOVB,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",55.45,55.45,No
0128-MKWSG,Female,0,No,Yes,26,No,"No phone service",DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,"Mailed check",45.8,1147,No
0975-VOOVL,Female,0,No,No,3,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",29.2,98.5,No
8024-XNAFQ,Female,1,No,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",107.4,7748.75,No
0380-ZCSBI,Male,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20,198.7,No
3908-MKIMJ,Male,1,Yes,No,68,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"Two year",Yes,"Electronic check",41.95,2965.75,No
0670-ANMUU,Male,0,No,No,71,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,Yes,"One year",No,"Credit card (automatic)",97.65,6687.85,No
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.8,1336.65,No
9134-WYRVP,Male,0,No,No,51,Yes,No,"Fiber optic",Yes,No,No,No,Yes,No,"One year",No,"Mailed check",86.35,4267.15,No
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Electronic check",93.65,4520.15,No
8405-IGQFX,Female,0,No,No,63,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",90.05,5817,No
3950-VPYJB,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Mailed check",59.6,3509.4,No
8169-SAEJD,Male,1,Yes,No,69,No,"No phone service",DSL,Yes,Yes,No,No,Yes,Yes,"Two year",No,"Credit card (automatic)",56.55,3952.65,No
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.9,4422.95,No
8071-SBTRN,Female,0,No,No,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Mailed check",111.15,7737.55,No
8100-PNJMH,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",88.85,6132.7,No
2193-SFWQW,Male,0,Yes,Yes,72,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",111.95,8033.1,No
4016-BJKTZ,Female,0,No,No,25,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",108.9,2809.05,No
6925-BAYGL,Female,1,Yes,No,53,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.1,1275.6,No
1453-RZFON,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",49.9,49.9,No
8246-SHFGA,Male,0,No,No,17,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",21.1,385.55,No
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.4,1346.2,No
5906-DVAPM,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",75,4213.9,No
5399-ZIMKF,Male,0,No,No,5,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.65,383.65,No
4760-THGOT,Female,0,Yes,No,43,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",94.1,4107.3,No
8217-QYOHV,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",55.75,266.95,No
2851-STERV,Male,1,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",73,2471.25,No
2038-LLMLM,Female,0,No,No,48,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",103.85,4946.05,No
1987-AUELQ,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.05,1873.7,No
3374-TTZTK,Male,0,Yes,No,52,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",106.3,5487,No
5197-PYEPU,Female,0,Yes,Yes,42,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.45,3923.8,No
1049-FYSYG,Female,0,Yes,No,17,No,"No phone service",DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",35.65,646.05,No
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.85,62.9,No
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Bank transfer (automatic)",98.05,3082.1,No
9650-VBUOG,Male,0,Yes,Yes,38,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.05,963.95,No
3605-JISKB,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,"One year",No,"Credit card (automatic)",60,3316.1,No
5177-RVZNU,Female,0,No,Yes,37,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.3,755.4,No
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.9,868.1,No
9347-AERRL,Male,0,Yes,No,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.3,486.2,No
5199-FPUSP,Male,0,No,Yes,33,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"One year",No,"Credit card (automatic)",34.05,1113.95,No
